0.88719,0.48697,0.84354,0.23374,0.64407,0.19233
0.15778,0.52646,0.85525,0.25078,0.96945,0.38667
0.42742,0.19694,0.9563,0.89408,0.89193,0.52119
0.1104,0.90563,0.13863,0.95887,0.20226,0.79812
0.30727,0.46912,0.75779,0.27237,0.88469,0.84313
0.20484,0.25998,0.029167,0.5937,0.68251,0.75823
0.29442,0.54298,0.75116,0.58892,0.79437,0.16672
0.2372,0.18575,0.38104,0.65789,0.28264,0.47906
0.25901,0.97942,0.6988,0.39406,0.1307,0.95403
0.2537,0.31618,0.18772,0.38811,0.078262,0.37232
0.37179,0.96028,0.85367,0.053514,0.8218,0.49134
0.81144,0.10575,0.033351,0.054805,0.66118,0.09079
0.59869,0.52247,0.75884,0.95918,0.17149,0.23371
0.053202,0.56239,0.66207,0.025491,0.48861,0.89088
0.53399,0.82065,0.99541,0.65847,0.61707,0.99318
0.017895,0.85162,0.84412,0.88407,0.69541,0.056637
0.98883,0.11865,0.17437,0.49565,0.28889,0.00071483
0.74702,0.039487,0.48508,0.99145,0.61852,0.77465
0.99942,0.2425,0.087765,0.30335,0.44268,0.0064669
0.89293,0.43066,0.90655,0.017611,0.51727,0.35089
0.3523,0.66803,0.71457,0.73785,0.30152,0.40012
0.15629,0.59756,0.028153,0.26906,0.24469,0.44926
0.69224,0.072905,0.28081,0.14191,0.86361,0.47605
0.38597,0.75696,0.51191,0.94609,0.40951,0.76968
0.96514,0.65698,0.037899,0.53327,0.45038,0.94402
0.39378,0.038868,0.58844,0.35215,0.75998,0.065013
0.65295,0.68114,0.71322,0.78419,0.90349,0.26833
0.33831,0.47125,0.6483,0.31708,0.21248,0.15621
0.45935,0.4112,0.57072,0.76045,0.49421,0.043997
0.38837,0.49231,0.43148,0.88306,0.15146,0.60099
0.69596,0.91794,0.049204,0.7574,0.8959,0.10943
0.65249,0.18356,0.47218,0.89747,0.34661,0.060831
0.17477,0.11676,0.0016744,0.93402,0.61509,0.0084724
0.082271,0.79687,0.28651,0.90143,0.64136,0.25117
0.90553,0.016812,0.66994,0.29091,0.40415,0.81523
0.39201,0.908,0.94583,0.038025,0.39442,0.90559
0.22489,0.81366,0.29928,0.077565,0.032877,0.97753
0.013132,0.52868,0.51626,0.65425,0.057923,0.56615
0.73806,0.28484,0.9746,0.097097,0.18523,0.55753
0.42662,0.18413,0.025074,0.93075,0.021002,0.3371
0.87473,0.82092,0.94986,0.013271,0.52467,0.78871
0.50699,0.25697,0.083775,0.79172,0.66723,0.20822
0.73339,0.13309,0.20245,0.59162,0.45823,0.071617
0.40203,0.90625,0.96823,0.67233,0.98592,0.50476
0.96208,0.81298,0.077823,0.72014,0.87103,0.60618
0.64405,0.11577,0.39573,0.67762,0.0035657,0.25494
0.21893,0.93388,0.98578,0.26053,0.27371,0.35168
0.8019,0.52254,0.69754,0.56622,0.75568,0.1249
0.57683,0.24908,0.028134,0.062785,0.44239,0.96343
0.92603,0.81625,0.78558,0.90006,0.44604,0.39304
